index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
143,Texas,2018-19,Primrose School At Sonoma Ranch,,,Bexar,,,100.0,-1.0,,,
433,Washington,,Sanislo Elementary,,Seattle,King,,,95.12,92.68,,,
1644,Illinois,2018-19,Prussing Elementary,,Chicago,Cook,,725.0,98.34482759,-1.0,0.83,0.14,
171,North Carolina,2018-19,Churchland Elementary,,,Davidson,,52.0,-1.0,100.0,,,
2167,Illinois,2018-19,Madison Elementary,,Lombard,Dupage,,518.0,97.68339768,-1.0,1.35,0.39,
3395,California,2018-19,Union House Elementary,Public,Sacramento,Sacramento,,95.0,98.0,97.0,,,
2029,New Jersey,,Crossroads,,,Union,,,-1.0,-1.0,,,
1318,Ohio,2018-19,St Peter,Private,Canton,Stark,,24.0,91.67,91.67,,,
442,Virginia,2018-19,Lincoln Terrace Saturn Network,,,Roanoke City,Roanoke,53.0,-1.0,98.1,,,
247,Texas,2018-19,St. James Episcopal School Dallas,,,Dallas,,,100.0,-1.0,,,
1062,Massachusetts,2018-19,Kennedy Donovan Center,Private,New Bedford,Bristol,,,-1.0,-1.0,,,
6354,California,2018-19,Rocketship Delta Prep,Public,Antioch,Contra Costa,,133.0,80.0,72.0,,,
66,Oklahoma,,Pierce Elementary,,Oklahoma City,Oklahoma,,,-1.0,100.0,,,
172,Minnesota,2017-18,Kasson-Mantorville Elementary,,,Dodge,,172.0,98.84,-1.0,,,1.16
965,Tennessee,2018-19,West View Elementary,,,Knox ,,41.0,-1.0,85.4,4.9,2.4,
2916,New York,2017-18,Rabbi Jacob Joseph-Girls,Private,Staten Island,Richmond,,,96.2,-1.0,0.48,,
62,Maine,2018-19,Pittston-Randolph Consolidated,,,Kennebec,,29.0,100.0,-1.0,,,
282,Wisconsin,2018-19,Stoddard Elementary,,Stoddard,Vernon,,,-1.0,95.0,5.0,,5.0
613,Oklahoma,,Red Oak Elementary,,Oklahoma City,Cleveland,,,-1.0,87.0,,6.0,
774,Pennsylvania,2017,Warren Area Elementary Center,,Warren,,,157.0,98.1,-1.0,,,
873,Arizona,2018-19,Copper Basin K-8,Public,Queen Creek,Pinal,,53.0,88.68,-1.0,,,11.32
716,New York,2017-18,Tuxedo Park,Private,Tuxedo Park,Orange,,,100.0,-1.0,,,
763,Oklahoma,,Verdigris Elementary,,Claremore,Rogers,,,-1.0,68.0,,4.0,
496,California,2018-19,Independence Elementary,Public,South Gate,Los Angeles,,146.0,99.0,99.0,,1.0,
1446,Illinois,2018-19,Elizabeth Blackwell Elementary,,Schaumburg,Cook,,492.0,98.57723577,-1.0,0.81,0.2,
1403,Illinois,2018-19,Howe Elementary,,Beach Park,Lake,,363.0,98.62258953,-1.0,,,
422,Utah,2017-18,Spring Lake Elementary,Public,Payson,Utah,,702.0,94.87,-1.0,,0.14,4.84
1016,California,2018-19,Stine Elementary,Public,Bakersfield,Kern,,128.0,99.0,97.0,,1.0,
547,New York,2017-18,School 5,Public,Oceanside,Nassau,,,100.0,-1.0,,,
41,Connecticut,2017-18,Crystal Lake,Public,Ellington,Tolland,,,100.0,-1.0,,,
153,Ohio,2018-19,Perry Elementary,Public,Zanesville,Muskingum,,37.0,100.0,100.0,,,
1589,Pennsylvania,2017,Castle Academy,,Harleysville,,,34.0,85.3,-1.0,,,
380,Wisconsin,2018-19,Schenk Elementary,,Madison,Dane,,,-1.0,94.0,5.0,,5.0
1998,California,2018-19,Grant Elementary,Public,Richmond,Contra Costa,,84.0,98.0,98.0,,2.0,
7977,California,2018-19,Valley Of The Sacred Heart Academy,Private,Dixon,Solano,,5.0,-1.0,-1.0,,,
3927,California,2018-19,Ophir Elementary,Public,Oroville,Butte,,65.0,97.0,97.0,,3.0,
267,Washington,,Spruce Elementary,,Lynnwood,Snohomish,,,97.3,91.89,,,1.35
118,Utah,2017-18,Woods Cross Elementary,Public,Woods Cross,Davis,,578.0,98.27,-1.0,,,1.73
1023,Wisconsin,2018-19,Saint Peter Lutheran,,Freedom,Outagamie,,,-1.0,84.0,5.0,,16.0
216,Oregon,2018-19,Laurel Elementary,,,Lane,,94.0,97.0,96.4,,,1.2
1058,Colorado,2017-18,Hope Montessori Academy - 6353 Stetson Hills Blvd,Kindergarten,,El Paso,Broomfield County,19.0,89.47,89.47,,,
401,Iowa,2018-19,RRMR Elementary,,,Floyd,,194.0,-1.0,96.9,,,
2056,Illinois,2018-19,J W Riley Elementary,,Arlington Heights,Cook,,276.0,97.82608696,-1.0,1.45,,
1199,New York,2017-18,Evangel Christian,Private,Long Island City,Queens,,,99.5,-1.0,0.72,,
7800,California,2018-19,St. Lawrence Academy,Private,Felton,Santa Cruz,,6.0,-1.0,-1.0,,,
790,California,2018-19,Natomas Park Elementary,Public,Sacramento,Sacramento,,158.0,99.0,96.0,,1.0,
476,Montana,2017-18,Debbie's Preschool,,,Sweet Grass,,,-1.0,-1.0,,,
1263,Pennsylvania,2017,Chestnut Ridge Central Elementary,,New Paris,,,93.0,95.7,-1.0,,,
3359,California,2018-19,Tipton Elementary,Public,Tipton,Tulare,,72.0,98.0,97.0,,,
1194,Illinois,2018-19,Annawan Grade,,Annawan,Henry,,260.0,98.84615385,-1.0,0.38,0.38,
1183,Florida,2018-19,Maniscalco Elementary,,,,Hillsborough,84.0,-1.0,94.05,3.571428571,,
1475,Michigan,2018-19,Bloomfield Maples Montessori,,,Oakland,West Bloomfield School District,19.0,-1.0,89.5,,5.3,
728,New York,2017-18,Veeder Elementary,Public,Albany,Albany,,,100.0,-1.0,,1.18,
2323,California,2018-19,La Presa Elementary,Public,Spring Valley,San Diego,,72.0,98.0,98.0,,2.0,
795,Florida,2018-19,Palm Springs North Elementary,,,,Dade,158.0,-1.0,95.57,2.53164557,1.265822785,
3222,Illinois,2018-19,McKay Elementary,,Chicago,Cook,,780.0,94.1025641,-1.0,0.26,,
631,Michigan,2018-19,Willow Hill Elementary,,,Gd. Traverse,Traverse City Area Public Schools,62.0,-1.0,95.2,,4.8,
829,Minnesota,2017-18,Eisenhower Elementary,,,Hennepin,,59.0,88.14,-1.0,,1.69,6.78
344,Florida,2018-19,Nova Dwight D. Eisenhower Elem,,,,Broward,126.0,-1.0,97.62,2.380952381,,
1869,New York,2017-18,Milton Terrace North Elementary,Public,Ballston Spa,Saratoga,,,98.9,-1.0,0.88,0.22,
1307,Arizona,2018-19,Summit School Of Ahwatukee,Private,Phoenix,Maricopa,,,-1.0,-1.0,,,
315,Pennsylvania,2017,Regency Park Elementary,,Plum,,,24.0,100.0,-1.0,,,
477,Connecticut,2017-18,Middle Gate Elementary,Public,Newtown,Fairfield,,,93.85,-1.0,3.08,,
514,Connecticut,2017-18,Samuel Staples Elementary,Public,Easton,Fairfield,,,91.21,-1.0,5.49,2.2,
44,Oklahoma,,Lawton Academy Of Arts & Sciences,,Lawton,Comanche,,,-1.0,100.0,,,
673,Oklahoma,,Prue Elementary,,Prue,Osage,,,-1.0,83.0,,,
689,Pennsylvania,2017,Alloway Creek Elementary,,Littlestown,,,117.0,98.3,-1.0,,,
4249,California,2018-19,Northwood Elementary,Public,Napa,Napa,,54.0,96.0,96.0,,4.0,
1464,Washington,,Lake Roosevelt Alternative,,Coulee Dam,Grant,,,-1.0,-1.0,,,
6027,California,2018-19,International School Of Los Angeleslf,Private,Los Angeles,Los Angeles,,55.0,91.0,84.0,,5.0,
733,Colorado,2017-18,Ridgeview Classical Charter Schools,Kindergarten,,Larimer,Charter School Institute,62.0,96.77,87.1,,,9.68
89,California,2018-19,Bob Holcomb Elementary,Public,San Bernardino,San Bernardino,,111.0,99.0,98.0,,1.0,
145,Vermont,2018-19,Twin Valley Elementary,,,Windham,,172.0,97.6744186,95.93023256,,,
48,New York,2017-18,Bethel Christian Learning Ctr,Private,Queens Village,Queens,,,100.0,-1.0,,,
933,Virginia,2018-19,Discovery Elem,,,Loudoun,Loudoun,112.0,-1.0,93.8,3.57,,
754,Iowa,2018-19,Central Lutheran,,,Benton,,147.0,-1.0,87.1,,,
966,Wisconsin,2018-19,Koenig Elementary,,Two Rivers,Manitowoc,,,-1.0,85.0,5.0,,5.0
236,Missouri,2018-19,Cedar Bend Mennonite,,Baring,,,,95.0,-1.0,,,
3065,California,2018-19,Rosedalenorth Elementary,Public,Bakersfield,Kern,,80.0,98.0,98.0,,2.0,
416,Montana,2017-18,Deer Park School K-8,,,Flathead,,154.0,83.12,-1.0,,,
1067,Michigan,2018-19,Washington Elementary,,,Macomb,Romeo Community Schools,70.0,-1.0,92.9,,,
1094,Colorado,2017-18,Trailblazer Elementary,Kindergarten,,El Paso,Delta County 50(J),59.0,88.14,83.05,,,5.08
1020,Wisconsin,2018-19,North Park Elementary,,Racine,Racine,,,-1.0,84.0,5.0,,5.0
3081,New York,2017-18,Woodstock Elementary,Public,Woodstock,Ulster,,,94.4,-1.0,6.12,1.02,
7381,California,2018-19,Montessori School Of San Leandro,Private,San Leandro,Alameda,,12.0,-1.0,-1.0,,,
1709,Ohio,2018-19,Edgerton Elementary,Public,Edgerton,Williams,,49.0,81.63,75.51,,16.33,
2378,New York,2017-18,Avoca Central,Public,Avoca,Steuben,,,98.2,-1.0,1.61,0.23,
2879,California,2018-19,Phillips Elementary,Public,Napa,Napa,,53.0,98.0,87.0,,2.0,
490,Tennessee,2018-19,Bradford Elementary,,,Gibson ,,48.0,-1.0,95.8,4.2,,
162,Michigan,2018-19,Grand View Elementary,,,Kent,Grandville Public Schools,114.0,-1.0,99.1,,0.9,
1332,Washington,,Johnson Christian,,Colville,Stevens,,,50.0,50.0,,,50.0
760,Washington,,Glenwood Heights Primary,,Vancouver,Clark,,,91.18,87.06,0.59,1.18,8.24
58,Illinois,2018-19,Centennial Elementary,,Plano,Kendall,,309.0,100.0,-1.0,,,
2071,New York,2017-18,Ralph R Smith,Public,Hyde Park,Dutchess,,,98.7,-1.0,0.54,,
3111,Illinois,2018-19,St Johns Lutheran,,Buckley,Iroquois,,119.0,94.95798319,-1.0,2.52,,
159,Maine,2018-19,Village Elementary,,,York,,107.0,95.33,-1.0,,,1.87
141,Massachusetts,2018-19,J F Kennedy Memorial,Public,Franklin,Norfolk,,,100.0,-1.0,,,
1155,Ohio,2018-19,The University,Private,Shaker Heights,Cuyahoga,,15.0,93.33,93.33,,6.67,
890,Virginia,2018-19,Mt. View Elementary,,,Alleghany,Alleghany,69.0,-1.0,94.2,,,
1563,Washington,,Wade King Elementary,,Bellingham,Whatcom,,,-1.0,-1.0,,,
5446,California,2018-19,St. Pauls,Private,Visalia,Tulare,,31.0,95.0,95.0,,5.0,
643,Oregon,2018-19,Network Charter,,,Lane,,37.0,88.69565217,87.82608696,,,11.30434783
1478,Pennsylvania,2017,Middle Smithfield Elementary,,East Stroudsburg,,,56.0,92.9,-1.0,,,
1136,Minnesota,2017-18,Deaf / Hard Of Hearing,,,Dakota,,,-1.0,-1.0,,,
784,Massachusetts,2018-19,Whitinsville Christian,Private,Whitinsville,Worcester,,,90.0,-1.0,,3.3,
586,Arizona,2018-19,W Arthur Sewel Elementary,Public,Tucson,Pima,,35.0,94.29,-1.0,,,8.57
819,California,2018-19,Oakley Calvin C. Elementary,Public,Santa Maria,Santa Barbara,,130.0,99.0,98.0,,,
1904,Ohio,2018-19,Euclid Preparatory,Public,Euclid,Cuyahoga,,44.0,61.36,54.55,,,
1107,Florida,2018-19,Sculptor Charter,,,,Brevard,54.0,-1.0,94.44,3.703703704,1.851851852,
6314,California,2018-19,Citizens Of The World Charter School Silver Lake,Public,Los Angeles,Los Angeles,,107.0,82.0,73.0,,,
1064,Minnesota,2017-18,Cyprus Classical Montessori & Academy,,,Dakota,,8.0,62.5,-1.0,,,37.5
4682,California,2018-19,Garden Road Elementary,Public,Poway,San Diego,,98.0,95.0,95.0,,2.0,
3472,Illinois,2018-19,Vine Academy,,Hinsdale,Dupage,,70.0,87.14285714,-1.0,12.86,,
971,New Jersey,,Troy Hills,,,Morris,,51.0,-1.0,98.0,2.0,,
639,Oklahoma,,Braggs Public Schools,,Braggs,Muskogee,,,-1.0,85.0,,8.0,
143,New Jersey,,Darul Arqam,,,Middlesex,,7.0,-1.0,100.0,,,
860,North Carolina,2018-19,Trenton Elementary,,,Jones,,26.0,-1.0,100.0,,,
3314,California,2018-19,Tamarack Elementary,Public,Avenal,Kings,,91.0,98.0,98.0,,2.0,
5224,California,2018-19,Saint Aloysius,Private,Los Angeles,Los Angeles,,42.0,95.0,95.0,,5.0,
478,Colorado,2017-18,Skyview Elementary,Kindergarten,,Adams,Adams-Arapahoe 28J,67.0,100.0,92.54,,1.49,5.97
150,Ohio,2018-19,Pattison Elementary,Public,Milford,Clermont,,70.0,100.0,100.0,,,
7887,California,2018-19,Sunshine Special Education,Public,Riverside,Riverside,,11.0,-1.0,-1.0,,,
1160,Wisconsin,2018-19,Stevens Pt Christian Academy,,Stevens Point,Portage,,,-1.0,80.0,5.0,,20.0
706,California,2018-19,Martin Van Buren Elementary,Public,Indio,Riverside,,107.0,99.0,99.0,,1.0,
1411,Ohio,2018-19,Chardon Hills Magnet,Public,euclid,Cuyahoga,,71.0,90.14,77.46,,1.41,
107,Illinois,2018-19,Edwardsville Head Start,,,,,18.0,100.0,-1.0,,,
1220,New Jersey,,Silver Run Elementary,,,Cumberland,,92.0,-1.0,96.7,2.2,,
1778,Ohio,2018-19,Alfred Benesch,Public,Cleveland,Cuyahoga,,39.0,76.92,66.67,,,
1051,Ohio,2018-19,Holy Trinity,Private,Avon,Lorain,,52.0,94.23,92.31,,3.85,
1244,Illinois,2018-19,Lincoln Elementary,,Ottawa,La Salle,,497.0,98.79275654,-1.0,0.8,,
755,Virginia,2018-19,Schoolfield Elem,,,Danville City,Pittsylvania/Danville,66.0,-1.0,95.5,,,
854,Michigan,2018-19,St Roberts,,,Genesee,Flushing Community Schools,17.0,-1.0,94.1,,,
149,New York,2017-18,Dominican Academy,Private,New York,New York,,,100.0,-1.0,,0.46,
3264,New York,2017-18,Harbor Country Day,Private,St James,Suffolk,,,89.5,-1.0,10.53,,
844,Pennsylvania,2017,Manchester Academic Cs,,Pittsburgh,,,45.0,97.8,-1.0,,,
42,Tennessee,2018-19,Elzie D Patton Elementary,,,Wilson ,,78.0,-1.0,100.0,,,
1169,New Jersey,,Berkeley,,,Essex,,66.0,-1.0,97.0,1.5,1.5,
465,Connecticut,2017-18,Gilead Hill,Public,Hebron,Tolland,,,94.32,-1.0,5.68,,
50,Idaho,2018-19,Lakewood Montessori,,Boise,Ada,Private,,-1.0,96.2962963,3.703703704,,
3113,California,2018-19,Sanger Academy Charter,Public,Sanger,Fresno,,75.0,98.0,98.0,,2.0,
1970,New Jersey,,Cheder Lubavitch,,,Morris,,18.0,-1.0,55.6,44.4,,
925,New York,2017-18,West Side Academy At Blodgett,Public,Syracuse,Onondaga,,,99.8,-1.0,0.22,,
673,Colorado,2017-18,Dual Immersion Academy,Kindergarten,,Mesa,Adams 12 Five Star Schools,48.0,97.92,93.75,,,4.17
1902,Illinois,2018-19,21st Century Primary Center,,Park Forest,Cook,,153.0,98.03921569,-1.0,1.31,0.65,
1043,Colorado,2017-18,Glenwood Springs Elementary,Kindergarten,,Garfield,Charter School Institute,70.0,90.0,88.57,,,1.43
1095,Pennsylvania,2017,Shenango Elementary,,New Castle,,,90.0,96.7,-1.0,,,
251,Florida,2018-19,Renaissance Charter School Of Plantation,,,,Broward,112.0,-1.0,98.21,1.785714286,,
3283,Illinois,2018-19,Highland Park Montessori,,Highland Park,Lake,,88.0,93.18181818,-1.0,2.27,,
117,Washington,,St. Mark,,Shoreline,King,,,100.0,100.0,,,
486,Iowa,2018-19,Lincoln Elementary,,,Johnson,,216.0,-1.0,96.3,,,
915,Massachusetts,2018-19,Clarke School East,Private,Canton,Norfolk,,,-1.0,-1.0,,,
245,Washington,,Pope Elementary,,Puyallup,Pierce,,,97.53,95.06,,,1.23
2246,California,2018-19,John Swett Elementary,Public,Martinez,Contra Costa,,98.0,98.0,98.0,,2.0,
804,Iowa,2018-19,Clarinda Comm School District,,,Page,,13.0,-1.0,-1.0,,,
440,New York,2017-18,Our Lady Of Mt Carmel - St Benedicta,Private,Staten Island,Richmond,,,100.0,-1.0,,,
1884,Illinois,2018-19,Central Intermediate Sch,,Washington,Tazewell,,773.0,98.05950841,-1.0,1.94,,
67,Rhode Island,2018-19,Myron J. Francis Elementary,,East Providence,,,63.0,-1.0,98.4,,1.587301587,
1338,Michigan,2018-19,Schoolhouse Montessori Academy,,,Wayne,Plymouth Canton Schools,11.0,-1.0,90.9,,9.1,
1310,Arizona,2018-19,The Beginning,Private,Tucson,Pima,,,-1.0,-1.0,,,
230,Oklahoma,,Millwood Public Schools,,Oklahoma City,Oklahoma,,,-1.0,97.0,,3.0,
1243,Ohio,2018-19,Bloom Carroll Primary,Public,Carroll,Fairfield,,170.0,92.35,87.06,,3.53,
415,Pennsylvania,2017,Taylor Bayard,,Philadelphia,,,98.0,100.0,-1.0,,,
996,California,2018-19,Sierra Vista Elementary,Public,Madera,Madera,,116.0,99.0,99.0,,1.0,
934,Illinois,2018-19,Volta Elementary,,Chicago,Cook,,824.0,99.15048544,-1.0,,,
2664,California,2018-19,Montessori Elementary School Of Palm Springs,Private,Palm Springs,Riverside,,90.0,98.0,98.0,,2.0,
4564,California,2018-19,Community Preparatory Academy,Public,Los Angeles,Los Angeles,,32.0,95.0,95.0,,5.0,
620,Virginia,2018-19,Watauga Elementary,,,Washington,Mount Rogers,91.0,-1.0,96.7,1.1,2.2,
1186,North Carolina,2018-19,E E Miller Elementary,,,Cumberland,,107.0,-1.0,98.1,0.9,,
1800,Illinois,2018-19,Wilson Elementary,,Chicago Heights,Cook,,271.0,98.15498155,-1.0,,,
7055,California,2018-19,Hayfork Elementary,Public,Hayfork,Trinity,,18.0,-1.0,-1.0,,,
1047,Wisconsin,2018-19,Mendota Elementary,,Madison,Dane,,,-1.0,83.0,5.0,,5.0
96,South Dakota,2017-18,Lincoln Elementary,,,Brown,,56.0,100.0,-1.0,,,
929,Iowa,2018-19,Scenic View Christian,,,Fayette,,19.0,-1.0,-1.0,,,
1234,Washington,,Seattle Waldorf School - Seattle Campuses,,Seattle,King,,,75.0,51.67,,,18.33
1665,Ohio,2018-19,Al Ihsan,Private,Parma,Cuyahoga,,30.0,83.33,83.33,,3.33,
724,Texas,2018-19,Ser-Ninos Charter,,,Harris,,,74.58,-1.0,,,
1299,New Jersey,,Union Valley Elementary,,,Camden,,53.0,-1.0,96.2,,,
909,Iowa,2018-19,Pocahontas Catholic Grade,,,Pocahontas,,91.0,-1.0,-1.0,,,
94,Virginia,2018-19,Gateway Christian Academy		,,,Virginia Beach City,Virginia Beach,19.0,-1.0,100.0,,,
492,Illinois,2018-19,St Josaphat,,Chicago,Cook,,384.0,99.73958333,-1.0,,,
642,Arizona,2018-19,Desert Oasis Elementary School-85387,Public,Surprise,Maricopa,,47.0,93.62,-1.0,,,6.38
1079,California,2018-19,Valencia Valley Elementary,Public,Valencia,Los Angeles,,133.0,99.0,98.0,,1.0,
1356,Pennsylvania,2017,Farmersville Elementary,,Easton,,,59.0,94.9,-1.0,,,
994,Tennessee,2018-19,Clinch,,,Hawkins ,,10.0,-1.0,80.0,20.0,,
1106,Arizona,2018-19,Bouse Elementary,Public,Bouse,La Paz,,,-1.0,-1.0,,,
861,Washington,,Garfield Elementary,,Olympia,Thurston,,,89.71,82.35,,4.41,4.41
7185,California,2018-19,Kids Town Montessori,Private,Vista,San Diego,,11.0,-1.0,-1.0,,,
1288,Arizona,2018-19,San Francisco De Asis Catholic,Private,Flagstaff,Coconino,,,-1.0,-1.0,,,
45,Colorado,2017-18,Bethune Public Schools,Kindergarten,,Kit Carson,Pueblo City 60,5.0,100.0,100.0,,,
1592,Ohio,2018-19,Palm Elementary,Public,Lorain,Lorain,,36.0,86.11,83.33,,,
509,California,2018-19,Jack Northrop Elementary,Public,Lancaster,Los Angeles,,149.0,99.0,97.0,,,
22,Missouri,2018-19,Immaculate Conception,,Jackson,,,,99.0,-1.0,,,
5317,California,2018-19,St. Adelaide,Private,Highland,San Bernardino,,31.0,95.0,95.0,,5.0,
1456,Ohio,2018-19,Highland Elementary,Public,Marengo,Morrow,,123.0,89.43,88.62,,,
3439,Illinois,2018-19,Mansio Mens Montessori,,Geneva,Kane,,37.0,89.18918919,-1.0,8.11,2.7,
3006,Illinois,2018-19,Trinity Lutheran,,Stewardson,Shelby,,112.0,95.53571429,-1.0,4.46,,
137,Tennessee,2018-19,Tommie F. Brown Academy,,,Hamilton ,,54.0,-1.0,100.0,,,
1257,Illinois,2018-19,Taylor Ridge Elementary,,Taylor Ridge,Rock Island,,164.0,98.7804878,-1.0,1.22,,
1151,Colorado,2017-18,Springs Baptist Academy,Private,,El Paso,Adams 12 Five Star Schools,42.0,85.71,54.76,7.14,2.38,21.43
426,Michigan,2018-19,Chestnut Hill Elementary,,,Midland,Midland Public Schools,56.0,-1.0,96.4,,1.8,
712,Illinois,2018-19,Norwood Elementary,,Peoria,Peoria,,175.0,99.42857143,-1.0,,,
1710,Illinois,2018-19,Lloyd Elementary,,Chicago,Cook,,981.0,98.26707441,-1.0,0.61,,
2208,Florida,2018-19,Legacy Preparatory Academy,,,,Hillsborough,28.0,-1.0,57.14,,,
542,Arizona,2018-19,Sonoran Science Academy East,Charter,Tucson,Pima,,59.0,94.92,-1.0,,,3.39
2910,California,2018-19,Poplar Avenue Elementary,Public,Oroville,Butte,,72.0,98.0,96.0,,1.0,
2314,California,2018-19,L. P. Collins Elementary,Public,Cupertino,Santa Clara,,93.0,98.0,98.0,,2.0,
22,Montana,2017-18,Head Start Lewistown,,,Fergus,,81.0,100.0,-1.0,,,
530,Pennsylvania,2017,Hambright Elementary,,Lancaster,,,92.0,98.9,-1.0,,,
5219,California,2018-19,Sacred Heart Parish,Private,Coronado,San Diego,,46.0,95.0,91.0,,,
680,Iowa,2018-19,Cardinal Elementary,,,Wapello,,445.0,-1.0,93.3,,,
581,Massachusetts,2018-19,Graham & Parks,Public,Cambridge,Middlesex,,,97.0,-1.0,,3.9,
950,Pennsylvania,2017,Charlotte Lappla Elementary,,Wellsboro,,,110.0,97.3,-1.0,,,
1272,Massachusetts,2018-19,St John The Evangelist,Private,Attleboro,Bristol,,,-1.0,-1.0,,,
1603,Ohio,2018-19,Northside Christian Academy,Private,Wadsworth,Medina,,28.0,85.71,85.71,,14.29,
110,California,2018-19,Budlong Avenue Elementary,Public,Los Angeles,Los Angeles,,164.0,99.0,98.0,,,
1081,Wisconsin,2018-19,Meadowbrook Elementary,,Waukesha,Waukesha,,,-1.0,82.0,5.0,,6.0
365,Idaho,2018-19,Melba Elementary,,Melba,Canyon,Melba,,-1.0,76.36363636,12.72727273,,
266,South Dakota,2017-18,Dell Rapids Elementary,,,Minnehaha,,101.0,95.05,-1.0,,,
812,Florida,2018-19,Mcmullen-Booth Elementary,,,,Pinellas,89.0,-1.0,95.51,2.247191011,,
1083,New York,2017-18,French-American School-3 (Elementary School),Private,Larchmont,Westchester,,,99.6,-1.0,0.39,,
14,Minnesota,2017-18,Cathedral,,,Polk,,12.0,100.0,-1.0,,,
194,Michigan,2018-19,Paris Ridge Elementary,,,Kent,Caledonia Community Schools,70.0,-1.0,98.6,,,
449,Oklahoma,,Prague Early Childhood Center,,Prague,Lincoln,,,-1.0,93.0,,2.0,
1492,Ohio,2018-19,Prospect Elementary,Public,Mansfield,Richland,,44.0,88.64,88.64,,6.82,
1347,Massachusetts,2018-19,Veritas Christian Academy,Private,Wayland,Middlesex,,,-1.0,-1.0,,,
638,Pennsylvania,2017,Hamilton Elementary,,Carlisle,,,67.0,98.5,-1.0,,,
286,Florida,2018-19,Canoe Creek Charter Academy,,,,Osceola,51.0,-1.0,98.04,1.960784314,,
1862,New Jersey,,Montessori of East Rutherford,,,Bergen,,6.0,-1.0,83.3,16.7,,
814,Minnesota,2017-18,Talahi Community Elementary,,,Stearns,,90.0,88.89,-1.0,,,
555,Colorado,2017-18,Turnberry Elementary,Kindergarten,,Adams,Brush RE-2(J),89.0,100.0,96.63,1.12,,2.25
3495,New York,2017-18,Hickory Knoll School - Mill Creek Center,Private,Watkins Glen,Schuyler,,,54.5,-1.0,45.45,,
230,Illinois,2018-19,Morrisonville Elementary,,Morrisonville,Christian,,152.0,100.0,-1.0,,,
6731,California,2018-19,Carnegie Schools Riverside,Private,Riverside,Riverside,,1.0,-1.0,-1.0,,,
117,Missouri,2018-19,Our Lady Of The Pillar,,St Louis,,,,98.2,-1.0,,,
1888,Florida,2018-19,Crystal Lake Elementary,,,,Polk,56.0,-1.0,89.29,,,
2157,Illinois,2018-19,Joplin Elementary,,Chicago,Cook,,435.0,97.70114943,-1.0,,0.23,
3208,Illinois,2018-19,Newton Elementary,,Newton,Jasper,,538.0,94.23791822,-1.0,0.93,,
1296,Washington,,Mc Cleary Elementary,,McCleary,Grays Harbor,,,65.91,63.64,,,
2878,Illinois,2018-19,Edgebrook Elementary,,Chicago,Cook,,509.0,96.07072692,-1.0,1.96,0.39,
77,Arkansas,2018-19,Howard Elementary,,Fort Smith,,,435.0,87.58621,-1.0,,,
7220,California,2018-19,Lammersville Elementary,Public,Tracy,San Joaquin,,16.0,-1.0,-1.0,,,
522,Oregon,2018-19,Manzanita Elementary,,,Josephine,,69.0,93.78378378,91.35135135,,,5.135135135
416,Illinois,2018-19,Trinity-St John Lutheran,,Nashville,Washington,,119.0,100.0,-1.0,,,
140,Ohio,2018-19,Northridge Elementary,Public,Springfield,Clark,,71.0,100.0,100.0,,,
1153,Colorado,2017-18,Stratton Elementary,Kindergarten,,El Paso,Jefferson County R-1,42.0,85.71,83.33,,,2.38
977,California,2018-19,Schallenberger Elementary,Public,San Jose,Santa Clara,,124.0,99.0,98.0,,,
1524,New York,2017-18,True North Rochester Prep Charter School - Brooks Campus,Private,Rochester,Monroe,,,99.3,-1.0,,0.09,
809,Illinois,2018-19,St Michael,,Wheaton,Dupage,,569.0,99.2970123,-1.0,0.7,,
887,Tennessee,2018-19,Shelby Oaks Elementary,,,Shelby ,,133.0,-1.0,90.2,,,
871,Tennessee,2018-19,South Elementary,,,Madison ,,76.0,-1.0,90.8,5.3,,
326,Texas,2018-19,The Girls' School Of Austin,,,Travis,,,100.0,-1.0,,,
4070,California,2018-19,Woodson Elementary,Public,Corning,Tehama,,75.0,97.0,97.0,,,
59,Connecticut,2017-18,Governor William Pitkin,Public,East Hartford,Hartford,,,100.0,-1.0,,,
3773,California,2018-19,George Washington Elementary,Public,Lodi,San Joaquin,,70.0,97.0,97.0,,,
1275,California,2018-19,Aragon Avenue Elementary,Public,Los Angeles,Los Angeles,,70.0,98.0,98.0,,2.0,
1518,California,2018-19,Century Elementary,Public,Clovis,Fresno,,113.0,98.0,97.0,,1.0,
434,New York,2017-18,Oswego Boces,BOCES,Mexico,Oswego,,,100.0,-1.0,,0.4,
1009,Michigan,2018-19,Academy for Business & Technology Elementary,,,Wayne,Academy for Business & Technology,29.0,-1.0,93.1,,,
1864,New York,2017-18,Meadow Hill Global Explorations Magnet,Public,Newburgh,Orange,,,98.9,-1.0,1.15,,
189,Arkansas,2018-19,Greenland Elementary,,Greenland,,,311.0,84.24437,-1.0,,,
71,North Dakota,2017-18,Tappen Elementary,,Tappen,Kidder,,6.0,100.0,-1.0,,,
5641,California,2018-19,Woodbridge,Public,Lodi,San Joaquin,,45.0,95.0,95.0,,5.0,
1379,New York,2017-18,Owasco Elementary,Public,Auburn,Cayuga,,,99.4,-1.0,0.64,,
7703,California,2018-19,Shalom,Private,Sacramento,Sacramento,,14.0,-1.0,-1.0,,,
4411,California,2018-19,Ascension Lutheran,Private,Thousand Oaks,Ventura,,21.0,95.0,90.0,,5.0,
